短地: duǎn de
嘀地: dí de
蹬地: dēng de
突地: tū de
忽地: hū de
霍地: huò de
蓦地: mò de
倏地: shū de
墩地: dūn de
般地: bān de
嗖地: sōu de
尹地: yǐn de
咻地: xiū de
羞地: xiū de
腾地: téng de
傻地: shǎ de
气地: qì de
怯地: qiè de
全地: quán de
求地: qiú de
取地: qǔ de
轻地: qīng de
起地: qǐ de
球地: qiú de
强地: qiáng de
愀地: qiǎo de
确地: què de
猛地: měng de
河地: hé de
哼地: hēng de
中伤地: zhòng shāng de
中速地: zhōng sù de
只是地: zhǐ shì de
再生地: zài shēng de
自私地: zì sī de
至上地: zhì shàng de
至死地: zhì sǐ de
贞淑地: zhēn shū de
注释地: zhù shì de
直爽地: zhí shuǎng de
终身地: zhōng shēn de
指数地: zhǐ shù de
轴上地: zhóu shàng de
追溯地: zhuī sù de
最上地: zuì shàng de
装饰地: zhuāng shì de
赞赏地: zàn shǎng de
逐条地: zhú tiáo de
糟透地: zāo tòu de
中凸地: zhōng tū de
暂停地: zàn tíng de
赞同地: zàn tóng de
糟蹋地: zāo tà de
支吾地: zhī wú de
周围地: zhōu wéi de
质问地: zhì wèn de
指望地: zhǐ wàng de
植物地: zhí wù de
谵妄地: zhān wàng de
仔细地: zǐ xì de
专心地: zhuān xīn de
中心地: zhōng xīn de
自信地: zì xìn de
置信地: zhì xìn de
赞许地: zàn xǔ de
正向地: zhèng xiàng de
在先地: zài xiān de
字形地: zì xíng de
早先地: zǎo xiān de
自形地: zì xíng de
纵向地: zòng xiàng de
直系地: zhí xì de
直线地: zhí xiàn de
指向地: zhǐ xiàng de
钻心地: zuān xīn de
最性地: zuì xìng de
最效地: zuì xiào de
最新地: zuì xīn de
整形地: zhěng xíng de
自愿地: zì yuàn de
庄严地: zhuāng yán de
怎样地: zěn yàng de
重要地: zhòng yào de
这样地: zhè yàng de
逐渐地: zhú jiàn de
最近地: zuì jìn de
中间地: zhōng jiān de
正交地: zhèng jiāo de
正经地: zhèng jīng de
在家地: zài jiā de
壮健地: zhuàng jiàn de
贞洁地: zhēn jié de
枝节地: zhī jié de
直角地: zhí jiǎo de
直进地: zhí jìn de
直觉地: zhí jué de
直截地: zhí jié de
知觉地: zhī jué de
最佳地: zuì jiā de
镇静地: zhèn jìng de
自夸地: zì kuā de
中肯地: zhōng kěn de
足够地: zú gòu de
逐个地: zhú gè de
整个地: zhěng gè de
糟糕地: zāo gāo de
主观地: zhǔ guān de
正规地: zhèng guī de
在贵地: zài guì de
壮观地: zhuàng guān de
至高地: zhì gāo de
直观地: zhí guān de
珍贵地: zhēn guì de
整洁地: zhěng jié de
着急地: zháo jí de
自觉地: zì jué de
尊敬地: zūn jìng de
自动地: zì dòng de
座地式: zuò de shì
最大地: zuì dà de
中断地: zhōng duàn de
中等地: zhōng děng de
自大地: zì dà de
作对地: zuò duì de
准点地: zhǔn diǎn de
振动地: zhèn dòng de
最度地: zuì dù de
镇定地: zhèn deng de
震动地: zhèn dòng de
最好地: zuì hǎo de
在后地: zài hòu de
自发地: zì fā de
自负地: zì fù de
自豪地: zì háo de
最后地: zuì hòu de
最坏地: zuì huài de
憎恨地: zēng hèn de
专横地: zhuān hèng de
之后地: zhī hòu de
支付地: zhī fù de
左方地: zuǒ fāng de
正好地: zhèng hǎo de
阵风地: zhèn fēng de
灾祸地: zāi huò de
忠厚地: zhōng hòu de
致害地: zhì hài de
造反地: zào fǎn de
着火地: zháo huǒ de
粘附地: zhān fù de
综合地: zōng hé de
最害地: zuì hài de
正当地: zhèng dāng de
重大地: zhòng dà de
一块地: yī kuài de
愉快地: yú kuài de
一刻地: yī kè de
用口地: yòng kǒu de
严酷地: yán kù de
严密地: yán mì de
园满地: yuán mǎn de
迎面地: yíng miàn de
油麻地: yóu má de
幽默地: yōu mò de
圆满地: yuán mǎn de
野蛮地: yě mán de
隐秘地: yǐn mì de
一忙地: yī máng de
有名地: yǒu míng de
郁闷地: yù mèn de
勇猛地: yǒng měng de
愚昧地: yú mèi de
耀目地: yào mù de
压迫地: yā pò de
有趣地: yǒu qù de
殷勤地: yīn qín de
一切地: yī qiè de
一气地: yī qì de
一齐地: yī qí de
尤其地: yóu qí de
以前地: yǐ qián de
仪器地: yí qì de
易曲地: yì qū de
勇气地: yǒng qì de
也似地: yě shì de
一觉地: yī jiào de
用尽地: yòng jǐn de
厌倦地: yàn juàn de
有局地: yǒu jú de
有角地: yǒu jiǎo de
有结地: yǒu jié de
英俊地: yīng jùn de
预见地: yù jiàn de
永久地: yǒng jiǔ de
有机地: yǒu jī de
严谨地: yán jǐn de
一定地: yí deng de
一胆地: yī dǎn de
异端地: yì duān de
有毒地: yǒu dú de
阴地厥: yīn de jué
应答地: yìng dá de
运动地: yùn dòng de
依地语: yī de yǔ
易读地: yì dú de
易懂地: yì dǒng de
诱导地: yòu dǎo de
音调地: yīn diào de
淫荡地: yín dàng de
隐遁地: yǐn dùn de
愚钝地: yú dùn de
摇动地: yáo dòng de
隐含地: yǐn hán de
遗憾地: yí hàn de
友好地: yǒu hǎo de
义愤地: yì fèn de
永恒地: yǒng héng de
优厚地: yōu hòu de
厌烦地: yàn fán de
迂回地: yū huí de
诱惑地: yòu huò de
已坏地: yǐ huài de
已废地: yǐ fèi de
以后地: yǐ hòu de
有害地: yǒu hài de
远房地: yuǎn fáng de
油滑地: yóu huá de
怨恨地: yuàn hèn de
圆滑地: yuán huá de
舀服地: yǎo fú de
淫秽地: yín huì de
眼花地: yǎn huā de
摇晃地: yáo huàng de
疑惑地: yí huò de
勇敢地: yǒng gǎn de
严格地: yán gé de
一贯地: yí guàn de
用功地: yòng gōng de
忧国地: yōu guó de
预感地: yù gǎn de
严峻地: yán jùn de
有力地: yǒu lì de
引力地: yǐn lì de
用力地: yòng lì de
有利地: yǒu lì de
有理地: yǒu lǐ de
严厉地: yán lì de
诱人地: yòu rén de
悦人地: yuè rén de
愠怒地: yùn nù de
一律地: yī lǜ de
一流地: yì liú de
厌恶地: yàn wù de
有礼地: yǒu lǐ de
医疗地: yī liáo de
忧虑地: yōu lǜ de
易怒地: yì nù de
油腻地: yóu nì de
沿岸地: yán àn de
哑然地: yǎ rán de
娱乐地: yú lè de
悦耳地: yuè ěr de
艳丽地: yàn lì de
隐匿地: yǐn nì de
游乐地: yóu lè de
遗漏地: yí lòu de
愚弄地: yú nòng de
韵律地: yùn lǜ de
毅然地: yì rán de
荫蔽地: yīn bì de
一般地: yì bān de
隐蔽地: yǐn bì de
一半地: yí bàn de
一板地: yī bǎn de
有病地: yǒu bìng de
易变地: yì biàn de
疫病地: yì bìng de
预备地: yù bèi de
愚笨地: yú bèn de
摇摆地: yáo bǎi de
严重地: yán zhòng de
愚蠢地: yú chǔn de
一次地: yī cì de
异常地: yì cháng de
匀称地: yún chèn de
依次地: yī cì de
永存地: yǒng cún de
延长地: yán cháng de
延迟地: yán chí de
阴沉地: yīn chén de
忧愁地: yōu chóu de
依从地: yī cóng de
辛苦地: xīn kǔ de
虚夸地: xū kuā de
迅猛地: xùn měng de
贤明地: xián míng de
凶猛地: xiōng měng de
鲜明地: xiān míng de
醒目地: xǐng mù de
细密地: xì mì de
显目地: xiǎn mù de
显明地: xiǎn míng de
羡慕地: xiàn mù de
向旁地: xiàng páng de
胁迫地: xié pò de
相配地: xiāng pèi de
新派地: xīn pài de
休憩地: xiū qì de
先前地: xiān qián de
向前地: xiàng qián de
羞怯地: xiū qiè de
小气地: xiǎo qì de
相齐地: xiāng qí de
香气地: xiāng qì de
消遣地: xiāo qiǎn de
喜气地: xǐ qì de
喜庆地: xǐ qìng de
新奇地: xīn qí de
迅速地: xùn sù de
稀疏地: xī shū de
闲散地: xián sǎn de
小声地: xiǎo shēng de
形式地: xíng shì de
辛酸地: xīn suān de
相似地: xiāng sì de
斜视地: xié shì de
小时地: xiǎo shí de
向上地: xiàng shàng de
向神地: xiàng shén de
驯顺地: xùn shùn de
孝顺地: xiào shùn de
学术地: xué shù de
现世地: xiàn shì de
细碎地: xì suì de
修饰地: xiū shì de
叙述地: xù shù de
牺牲地: xī shēng de
斜驶地: xié shǐ de
虚饰地: xū shì de
象上地: xiàng shàng de
稀少地: xī shǎo de
稀释地: xī shì de
锈蚀地: xiù shí de
想睡地: xiǎng shuì de
潇洒地: xiāo sǎ de
协调地: xié tiáo de
系统地: xì tǒng de
学堂地: xué táng de
相同地: xiāng tóng de
先天地: xiān tiān de
协同地: xié tóng de
萧条地: xiāo tiáo de
希望地: xī wàng de
些微地: xiē wēi de
泄物地: xiè wù de
细微地: xì wēi de
虚无地: xū wú de
虚伪地: xū wěi de
雄伟地: xióng wěi de
想望地: xiǎng wàng de
细细地: xì xì de
详细地: xiáng xì de
休息地: xiū xī de
形象地: xíng xiàng de
闲闲地: xián xián de
徐徐地: xú xú de
笑笑地: xiào xiào de
凶相地: xiōng xiàng de
戏谑地: xì xuè de
血腥地: xuè xīng de
欣喜地: xīn xǐ de
现行地: xiàn xíng de
相信地: xiāng xìn de
斜斜地: xié xié de
舷细地: xián xì de
谐谑地: xié xuè de
喧嚣地: xuān xiāo de
想象地: xiǎng xiàng de
嬉戏地: xī xì de
休闲地: xiū xián de
下野地: xià yě de
幸运地: xìng yùn de
相应地: xiāng yìng de
炫耀地: xuàn yào de
鲜艳地: xiān yàn de
乡音地: xiāng yīn de
休养地: xiū yǎng de
向右地: xiàng yòu de
驯养地: xùn yǎng de
性欲地: xìng yù de
信仰地: xìn yǎng de
响应地: xiǎng yìng de
显眼地: xiǎn yǎn de
相异地: xiāng yì de
相宜地: xiāng yí de
香郁地: xiāng yù de
喜悦地: xǐ yuè de
蓄意地: xù yì de
需要地: xū yào de
需氧地: xū yǎng de
显着地: xiǎn zhe de
旋转地: xuán zhuǎn de
闲置地: xián zhì de
限制地: xiàn zhì de
协作地: xié zuò de
狭窄地: xiá zhǎi de
斜着地: xié zhe de
象征地: xiàng zhēng de
原来地: yuán lái de
妖娆地: yāo ráo de
向后地: xiàng hòu de
信服地: xìn fú de
循环地: xún huán de
巡回地: xún huí de
西方地: xī fāng de
驯服地: xùn fú de
幸好地: xìng hǎo de
相互地: xiāng hù de
斜航地: xié háng de
虚幻地: xū huàn de
虚华地: xū huá de
喜欢地: xǐ huān de
喧哗地: xuān huá de
习惯地: xí guàn de
训诂地: xùn gǔ de
显贵地: xiǎn guì de
相关地: xiāng guān de
虚构地: xū gòu de
详尽地: xiáng jìn de
险峻地: xiǎn jùn de
下降地: xià jiàng de
下贱地: xià jiàn de
向家地: xiàng jiā de
戏剧地: xì jù de
学究地: xué jiū de
性急地: xìng jí de
相继地: xiāng jì de
选举地: xuǎn jǔ de
虚假地: xū jiǎ de
稀即地: xī jí de
新近地: xīn jìn de
羞愧地: xiū kuì de
相对地: xiāng duì de
相等地: xiāng děng de
新大地: xīn dà de
新地圩: xīn de wéi
下等地: xià děng de
心毒地: xīn dú de
向地地: xiàng de de
现代地: xiàn dài de
险陡地: xiǎn dǒu de
斜对地: xié duì de
斜地里: xié de lǐ
亵渎地: xiè dú de
销断地: xiāo duàn de
兴奋地: xīng fèn de
相反地: xiāng fǎn de
相当地: xiāng dāng de
喧闹地: xuān nào de
兴隆地: xīng lóng de
欣然地: xīn rán de
响亮地: xiǎng liàng de
显然地: xiǎn rán de
虚荣地: xū róng de
喜爱地: xǐ ài de
新粮地: xīn liáng de
下流地: xià liú de
凶恶地: xiōng è de
心理地: xīn lǐ de
协力地: xié lì de
向岸地: xiàng àn de
寻乐地: xún lè de
邪恶地: xié è de
驯良地: xùn liáng de
辛劳地: xīn láo de
辛辣地: xīn là de
性爱地: xìng ài de
信任地: xìn rèn de
信赖地: xìn lài de
洗礼地: xǐ lǐ de
炫丽地: xuàn lì de
狭隘地: xiá ài de
相连地: xiāng lián de
相容地: xiāng róng de
险恶地: xiǎn è de
消溶地: xiāo róng de
犀利地: xī lì de
像人地: xiàng rén de
嫌恶地: xián wù de
凶暴地: xiōng bào de
雄辩地: xióng biàn de
西部地: xī bù de
性别地: xìng bié de
修补地: xiū bǔ de
相比地: xiāng bǐ de
相并地: xiāng bìng de
想必地: xiǎng bì de
相称地: xiāng chèn de
习常地: xí cháng de
细长地: xì cháng de
相斥地: xiāng chì de
消沉地: xiāo chén de
无助地: wú zhù de
无知地: wú zhī de
无智地: wú zhì de
无罪地: wú zuì de
瓦渣地: wǎ zhā de
伪造地: wěi zào de
污浊地: wū zhuó de
婉转地: wǎn zhuǎn de
虚弱地: xū ruò de
嬉闹地: xī nào de
贤能地: xián néng de
戏弄地: xì nòng de
稳当地: wěn dāng de
无底地: wú dǐ de
无度地: wú dù de
无毒地: wú dú de
无敌地: wú dí de
外地地: wài de de
伟大地: wěi dà de
味淡地: wèi dàn de
武断地: wǔ duàn de
威风地: wēi fēng de
往复地: wǎng fù de
违法地: wéi fǎ de
无法地: wú fǎ de
温和地: wēn hé de
完好地: wán hǎo de
无害地: wú hài de
未婚地: wèi hūn de
污秽地: wū huì de
往后地: wǎng hòu de
顽固地: wán gù de
稳固地: wěn gù de
无关地: wú guān de
无感地: wú gǎn de
外国地: wài guó de
无尽地: wú jìn de
无稽地: wú jī de
外交地: wài jiāo de
外界地: wài jiè de
畏惧地: wèi jù de
误解地: wù jiě de
微急地: wēi jí de
稳健地: wěn jiàn de
挖苦地: wā kǔ de
微开地: wēi kāi de
无目地: wú mù de
微妙地: wēi miào de
无谋地: wú móu de
外面地: wài miàn de
诬蔑地: wū miè de
萎靡地: wěi mǐ de
顽皮地: wán pí de
无情地: wú qíng de
完全地: wán quán de
顽强地: wán qiáng de
无穷地: wú qióng de
婉曲地: wǎn qū de
无权地: wú quán de
无趣地: wú qù de
忘却地: wàng què de
弯曲地: wān qū de
卫生地: wèi shēng de
旺盛地: wàng shèng de
畏缩地: wèi suō de
温顺地: wēn shùn de
无上地: wú shàng de
无双地: wú shuāng de
无声地: wú shēng de
无私地: wú sī de
无数地: wú shù de
伪善地: wěi shàn de
无畏地: wú wèi de
哇哇地: wā wā de
歪歪地: wāi wāi de
嗡嗡地: wēng wēng de
魏瓦地: wèi wǎ de
稳稳地: wěn wěn de
无谓地: wú wèi de
微微地: wēi wēi de
委婉地: wěi wǎn de
忘我地: wàng wǒ de
无污地: wú wū de
无误地: wú wù de
无望地: wú wàng de
外围地: wài wéi de
翁翁地: wēng wēng de
温文地: wēn wén de
无效地: wú xiào de
无限地: wú xiàn de
歪斜地: wāi xié de
无血地: wú xuè de
无邪地: wú xié de
无性地: wú xìng de
外行地: wài háng de
外形地: wài xíng de
妄想地: wàng xiǎng de
违心地: wéi xīn de
往昔地: wǎng xī de
物学地: wù xué de
玩笑地: wán xiào de
猥亵地: wěi xiè de
微小地: wēi xiǎo de
微细地: wēi xì de
微笑地: wēi xiào de
威严地: wēi yán de
文雅地: wén yǎ de
无疑地: wú yí de
王有地: wáng yǒu de
无言地: wú yán de
无益地: wú yì de
无欲地: wú yù de
无意地: wú yì de
外因地: wài yīn de
天真地: tiān zhēn de
贴着地: tiē zhe de
条子地: tiáo zi de
挑战地: tiǎo zhàn de
退真地: tuì zhēn de
特征地: tè zhēng de
通则地: tōng zé de
停滞地: tíng zhì de
躺着地: tǎng zhe de
无礼地: wú lǐ de
无奈地: wú nài de
为难地: wéi nán de
无赖地: wú lài de
未来地: wèi lái de
围绕地: wéi rào de
温柔地: wēn róu de
微弱地: wēi ruò de
无力地: wú lì de
无能地: wú néng de
无虑地: wú lǜ de
无聊地: wú liáo de
无鞍地: wú ān de
外来地: wài lái de
污染地: wū rǎn de
枉然地: wǎng rán de
玩乐地: wán lè de
侮辱地: wǔ rǔ de
紊乱地: wěn luàn de
温暖地: wēn nuǎn de
微亮地: wēi liàng de
微量地: wēi liàng de
雾浓地: wù nóng de
无比地: wú bǐ de
无边地: wú biān de
外表地: wài biǎo de
稳步地: wěn bù de
五倍地: wǔ bèi de
务必地: wù bì de
外部地: wài bù de
温存地: wēn cún de
无耻地: wú chǐ de
无常地: wú cháng de
外侧地: wài cè de
完成地: wán chéng de
龌龊地: wò chuò de
稳定地: wěn deng de
特意地: tè yì de
凸圆地: tū yuán de
讨厌地: tǎo yàn de
同意地: tóng yì de
体育地: tǐ yù de
投影地: tóu yǐng de
拖延地: tuō yán de
同情地: tóng qíng de
提前地: tí qián de
痛切地: tòng qiè de
突起地: tū qǐ de
贴切地: tiē qiè de
淘气地: táo qì de
特殊地: tè shū de
天生地: tiān shēng de
同时地: tóng shí de
妥善地: tuǒ shàn de
通顺地: tōng shùn de
天上地: tiān shàng de
太甚地: tài shèn de
体视地: tǐ shì de
贪食地: tān shí de
特色地: tè sè de
通俗地: tōng sú de
探索地: tàn suǒ de
偷偷地: tōu tōu de
滔滔地: tāo tāo de
甜甜地: tián tián de
体贴地: tǐ tiē de
通透地: tōng tòu de
天体地: tiān tǐ de
吞吞地: tūn tūn de
挑剔地: tiāo tī de
统统地: tǒng tǒng de
疼痛地: téng tòng de
堂堂地: táng táng de
腾腾地: téng téng de
贪污地: tān wū de
体外地: tǐ wài de
推诿地: tuī wěi de
天性地: tiān xìng de
同形地: tóng xíng de
同相地: tóng xiāng de
图形地: tú xíng de
图型地: tú xíng de
贪心地: tān xīn de
退学地: tuì xué de
特性地: tè xìng de
通宵地: tōng xiāo de
通晓地: tōng xiǎo de
同样地: tóng yàng de
头晕地: tóu yūn de
同等地: tóng děng de
妥当地: tuǒ dàng de
退动地: tuì dòng de
特定地: tè deng de
调和地: tiáo hé de
天赋地: tiān fù de
讨好地: tǎo hǎo de
突发地: tū fā de
通红地: tòng hóng de
堂皇地: táng huáng de
颓废地: tuí fèi de
天盖地: tiān gài de
脱轨地: tuō guǐ de
托管地: tuō guǎn de
铜鼓地: tóng gǔ de
台阶地: tái jiē de
团结地: tuán jié de
体镜地: tǐ jìng de
统计地: tǒng jì de
脱节地: tuō jié de
痛苦地: tòng kǔ de
痛快地: tòng kuài de
透明地: tòu míng de
体面地: tǐ miàn de
甜蜜地: tián mì de
凸面地: tū miàn de
同盟地: tóng méng de
听从地: tīng cóng de
坦诚地: tǎn chéng de
贪财地: tān cái de
通畅地: tōng chàng de
通称地: tōng chēng de
跳动地: tiào dòng de
透彻地: tòu chè de
通常地: tōng cháng de
突出地: tū chū de
竖直地: shù zhí de
竖着地: shù zhe de
适中地: shì zhōng de
扇子地: shàn zi de
十足地: shí zú de
双折地: shuāng zhé de
氏族地: shì zú de
水准地: shuǐ zhǔn de
生殖地: shēng zhí de
似真地: shì zhēn de
爽直地: shuǎng zhí de
赎罪地: shú zuì de
数字地: shù zì de
坦率地: tǎn shuài de
突然地: tū rán de
徒劳地: tú láo de
天然地: tiān rán de
贪婪地: tān lán de
同量地: tóng liàng de
投入地: tóu rù de
退恶地: tuì è de
徒然地: tú rán de
泰然地: tài rán de
谈论地: tán lùn de
偷懒地: tōu lǎn de
推论地: tuī lùn de
推理地: tuī lǐ de
特别地: tè bié de
徒步地: tú bù de
同步地: tóng bù de
图表地: tú biǎo de
挑拨地: tiǎo bō de
逃避地: táo bì de
沙哑地: shā yǎ de
慎重地: shèn zhòng de
史学地: shǐ xué de
生息地: shēng xī de
设想地: shè xiǎng de
时新地: shí xīn de
